index,text,label,text_prob,text_pred,vision_prob,vision_pred,fusion_prob,fusion_pred,fusion_error_type,all_models_agree,fusion_correct_both_wrong
0,[OCR] its their character not their color that matters [/OCR] [CAP] its their character not their color that matters [/CAP] <lang=en>,0,0.09551988542079926,0,0.06721539795398712,0,0.06913121789693832,0,TN,1,0
1,[OCR] don't be afraid to love again S everyone is not like yourex [/OCR] [CAP] don't be afraid to love again everyone is not like your ex [/CAP] <lang=en>,0,0.12409123033285141,0,0.06408847123384476,0,0.08260233700275421,0,TN,1,0
2,[OCR] putting bows on your pet [/OCR] [CAP] putting bows on your pet [/CAP] <lang=en>,0,0.11659514904022217,0,0.04676750674843788,0,0.06999651342630386,0,TN,1,0
3,[OCR] i love everything and everybody! except for squirrels i hate squirrels [/OCR] [CAP] i love everything and everybody! except for squirrels i hate squirrels [/CAP] <lang=en>,0,0.08746360242366791,0,0.08799285441637039,0,0.11911951750516891,0,TN,1,0
4,"[OCR] everybody loves chocolate chip cookies, even hitler [/OCR] [CAP] everybody loves chocolate chip cookies, even hitler [/CAP] <lang=en>",0,0.08368799090385437,0,0.04146232083439827,0,0.09253530949354172,0,TN,1,0
5,[OCR] go sports! do the thing! win the points! [/OCR] [CAP] go sports! do the thing! win the points! [/CAP] <lang=en>,0,0.11509553343057632,0,0.07080685347318649,0,0.07053261995315552,0,TN,1,0
6,[OCR] fine you're right. i now can we fucking drop it? [/OCR] [CAP] fine you're right. now can we fucking drop it? [/CAP] <lang=en>,0,0.06567546725273132,0,0.07727102190256119,0,0.08095458894968033,0,TN,1,0
7,[OCR] tattoos are bad for your health i know 5 million people that had tattoos and they all died [/OCR] [CAP] tattoos are bad for your health i know 5 million people that had tattoos and they all died [/CAP] <lang=en>,0,0.0848551020026207,0,0.06221548095345497,0,0.07169265300035477,0,TN,1,0
8,[OCR] how long can i run? till the chain tightens xX [/OCR] [CAP] how long can i run? till the chain tightens [/CAP] <lang=en>,0,0.08032087236642838,0,0.08890083432197571,0,0.08022937178611755,0,TN,1,0
9,"[OCR] what is he hiding? we need to see his tax returns! let me stop you right there hillary harddrives then destroved phones with hammers you deleted 30 0o0 emails, used ileachi lit on truth uncensored [/OCR] [CAP] what is he hiding? we need to see his tax returns! let me stop you right there hillary you deleted 30,000 emails, used bleach bit on hard drives, then destroyed phones with hammers you have no right to talk about people hiding anything truth uncensored [/CAP] <lang=en>",0,0.13300880789756775,0,0.045664556324481964,0,0.16416873037815094,1,FP,0,0
10,[OCR] jew mad? get fuhrerious! [/OCR] [CAP] jew mad? get fuhrerious! [/CAP] <lang=en>,1,0.08871233463287354,0,0.06552696228027344,0,0.0745769515633583,0,FN,1,0
11,"[OCR] removes polish with chemicals, nobody bats an eye [/OCR] [CAP] removes polish with chemicals, nobody bats an eye [/CAP] <lang=en>",0,0.09745322912931442,0,0.08588679879903793,0,0.07292825728654861,0,TN,1,0
12,[OCR] brother !. a day without a blast is a day wasted [/OCR] [CAP] brother... a day without a blast is a day wasted [/CAP] <lang=en>,1,0.06879740208387375,0,0.13033902645111084,0,0.0764136090874672,0,FN,1,0
13,[OCR] when you're the only dog left at the dog shelter and the black family wants to adopt you [/OCR] [CAP] when you're the only dog left at the dog shelter and the black family wants to adopt you [/CAP] <lang=en>,0,0.08022773265838623,0,0.07938694208860397,0,0.07353663444519043,0,TN,1,0
14,[OCR] voting for hillary is like letting casey anthony watch your kids because she's not guilty [/OCR] [CAP] voting for hillary is like letting casey anthony watch your kids because she's not guilty [/CAP] <lang=en>,0,0.06790553778409958,0,0.08570448309183121,0,0.07974258810281754,0,TN,1,0
15,[OCR] they will soon be free [/OCR] [CAP] they will soon be free [/CAP] <lang=en>,0,0.15654489398002625,0,0.08880990743637085,0,0.08263900130987167,0,TN,1,0
16,"[OCR] is it ok for your son or daughter to call another man ""daddy? [/OCR] [CAP] is it ok for your son or daughter to call another man ""daddy? [/CAP] <lang=en>",0,0.0803104043006897,0,0.10023193806409836,0,0.08563903719186783,0,TN,1,0
17,[OCR] most religions are religions of peace [/OCR] [CAP] most religions are religions of peace [/CAP] <lang=en>,0,0.10869896411895752,0,0.0802135318517685,0,0.07234206795692444,0,TN,1,0
18,[OCR] when you find out there's an opening for the role of first lady [/OCR] [CAP] when you find out there's an opening for the role of first lady [/CAP] <lang=en>,0,0.09163934737443924,0,0.0715809091925621,0,0.07023286819458008,0,TN,1,0
19,[OCR] if people reject me because i ONE stand on the truth then i have no problem walking alone [/OCR] [CAP] if people reject me because i stand on the truth then i have no problem walking alone [/CAP] <lang=en>,0,0.07601014524698257,0,0.10537755489349365,0,0.07688847929239273,0,TN,1,0
20,[OCR] foe for being white [/OCR] [CAP] from the bottom of my heart i would like to sincerely apologize..... for being white [/CAP] <lang=en>,0,0.08184406906366348,0,0.05069691687822342,0,0.10292957723140717,0,TN,1,0
21,"[OCR] lets erect a memorial to all the americans murdered by an illegal alien make it 1,500 miles long 30 feet tall and put it on the southern border [/OCR] [CAP] lets erect a memorial to all the americans murdered by an illegal alien make it 1,500 miles long 30 feet tall and put it on the southern border [/CAP] <lang=en>",0,0.08074971288442612,0,0.09462233632802963,0,0.10097991675138474,0,TN,1,0
22,[OCR] just because they do this JUDY dosen't mean they'll do-this [/OCR] [CAP] just because they do this dosen't mean they'll do this [/CAP] <lang=en>,0,0.0931628942489624,0,0.08813049644231796,0,0.0797274261713028,0,TN,1,0
23,[OCR] if there is no race it can't be homicide [/OCR] [CAP] if there is no race it can't be homicide [/CAP] <lang=en>,0,0.12278817594051361,0,0.09172693639993668,0,0.07625359296798706,0,TN,1,0
24,[OCR] here's to all my friends who never post about politics or religion [/OCR] [CAP] here's to all my friends who never post about politics or religion [/CAP] <lang=en>,0,0.09432752430438995,0,0.0956893116235733,0,0.06792834401130676,0,TN,1,0
25,[OCR] enjoying a day at the beach [/OCR] [CAP] enjoying a day at the beach [/CAP] <lang=en>,0,0.08380915969610214,0,0.05985962599515915,0,0.08623765408992767,0,TN,1,0
26,[OCR] when you come home from a long day of suicide bombinb and your wife gives you this look [/OCR] [CAP] when you come home from a long day of suicide bombinb and your wife gives you this look [/CAP] <lang=en>,0,0.07608349621295929,0,0.07578099519014359,0,0.08539018034934998,0,TN,1,0
27,"[OCR] is bribing muslims for liberal votes justin trudeau's only skill? why does justin trudeau love foreigners so much while openly disrespecting canadians, canadian values, our history and traditions, our seniors and veterans? sharia law has no place in canada! never has... never will.. [/OCR] [CAP] is bribing muslims for liberal votes justin trudeau's only skill? why does justin trudeau love foreigners so much while openly disrespecting canadians, canadian values, our history and traditions, our seniors and veterans? sharia law has no place in canada! never has... never will. [/CAP] <lang=en>",1,0.21273250877857208,1,0.2336128056049347,1,0.23262643814086914,1,TP,1,0
28,[OCR] when they take too long NGO to blow out the candle [/OCR] [CAP] when they take too long to blow out the candle [/CAP] <lang=en>,0,0.09361106157302856,0,0.08758857101202011,0,0.07345730811357498,0,TN,1,0
29,[OCR] one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell [/OCR] [CAP] one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell [/CAP] <lang=en>,0,0.08793970197439194,0,0.10324109345674515,0,0.10753365606069565,0,TN,1,0
30,[OCR] d.j. osama spin laden Spotify Spotify GE3S81 droppin' beats like the twin towers [/OCR] [CAP] d.j. osama spin laden droppin' beats like the twin towers [/CAP] <lang=en>,1,0.12301106750965118,0,0.09256880730390549,0,0.15590603649616241,1,TP,0,1
31,[OCR] move to new york they said it'll be fun they said [/OCR] [CAP] move to new york they said it'll be fun they said [/CAP] <lang=en>,0,0.09366977959871292,0,0.09471730887889862,0,0.071249820291996,0,TN,1,0
32,[OCR] my sandwich-maker is very slow today [/OCR] [CAP] my sandwich-maker is very slow today [/CAP] <lang=en>,0,0.08372475206851959,0,0.056349072605371475,0,0.06994622945785522,0,TN,1,0
33,[OCR] when vou accidentally fallin thetoilet [/OCR] [CAP] when you accidentally fall in the toilet [/CAP] <lang=en>,0,0.08926691114902496,0,0.07449562102556229,0,0.07214094698429108,0,TN,1,0
34,[OCR] two woman walking home together after a nice day out together [/OCR] [CAP] two woman walking home together after a nice day out together [/CAP] <lang=en>,0,0.0845409706234932,0,0.10909149795770645,0,0.07262294739484787,0,TN,1,0
35,[OCR] texas churches be like... pew pew pew [/OCR] [CAP] texas churches be like... pew pew pew [/CAP] <lang=en>,0,0.09553290903568268,0,0.060000259429216385,0,0.06953602284193039,0,TN,1,0
36,"[OCR] i don't always have a heat stroke and get frostbite in the same week FOU'LL ANOW I'R DDAD WHEN I STOP TALKING WHEN ISTOP TALKING, YOU'LL KNOW I'M DEAD but when i do i know i'm in kentucky ERRY WEINTRAUB [/OCR] [CAP] i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky [/CAP] <lang=en>",0,0.1560344398021698,0,0.08099552243947983,0,0.19488368928432465,1,FP,0,0
37,[OCR] doesn't wear tampons because she trips over t the string [/OCR] [CAP] doesn't wear tampons because she trips over the string [/CAP] <lang=en>,0,0.09623537212610245,0,0.05705215409398079,0,0.07913165539503098,0,TN,1,0
38,[OCR] when you can't decide to pre heat the oven or just throw the meal in right away [/OCR] [CAP] when you can't decide to pre heat the oven or just throw the meal in right away [/CAP] <lang=en>,0,0.07439111173152924,0,0.09501821547746658,0,0.08127983659505844,0,TN,1,0
39,[OCR] happy shot in the face day 5-2-2011 [/OCR] [CAP] happy shot in the face day 5-2-2011 [/CAP] <lang=en>,0,0.08630076795816422,0,0.08812951296567917,0,0.08894184976816177,0,TN,1,0
40,[OCR] 1 bomb every minute [/OCR] [CAP] 1 bomb every minute [/CAP] <lang=en>,0,0.12855376303195953,0,0.06790614128112793,0,0.06880207359790802,0,TN,1,0
41,[OCR] black power comes with a lot of responsibility [/OCR] [CAP] black power comes with a lot of responsibility [/CAP] <lang=en>,0,0.0855819433927536,0,0.0826704353094101,0,0.07038997113704681,0,TN,1,0
42,[OCR] that chiken is so black no one is going to eat it [/OCR] [CAP] that chiken is so black no one is going to eat it [/CAP] <lang=en>,0,0.10962782055139542,0,0.08256123960018158,0,0.07113184034824371,0,TN,1,0
43,[OCR] lose uuo WORS EVER is [/OCR] [CAP] i hope both teams lose [/CAP] <lang=en>,0,0.07322695851325989,0,0.0810338705778122,0,0.07163723558187485,0,TN,1,0
44,[OCR] say the damn pronouns [/OCR] [CAP] say the damn pronouns [/CAP] <lang=en>,0,0.09577615559101105,0,0.07527409493923187,0,0.07068876177072525,0,TN,1,0
45,[OCR] goin [/OCR] [CAP] goin [/CAP] <lang=en>,0,0.11813222616910934,0,0.013030720874667168,0,0.07194716483354568,0,TN,1,0
46,[OCR] we need problem solvers not racistand religious bigots in office [/OCR] [CAP] we need problem solvers not racist and religious bigots in office [/CAP] <lang=en>,0,0.07200249284505844,0,0.07874184101819992,0,0.07217550277709961,0,TN,1,0
47,[OCR] officer down [/OCR] [CAP] officer down [/CAP] <lang=en>,0,0.10066112875938416,0,0.03281330317258835,0,0.10232621431350708,0,TN,1,0
48,[OCR] we said we would never forget why are you voting them into our government? [/OCR] [CAP] we said we would never forget why are you voting them into our government? [/CAP] <lang=en>,1,0.08124348521232605,0,0.16798298060894012,1,0.10448619723320007,0,FN,0,0
49,[OCR] when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention [/OCR] [CAP] when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention [/CAP] <lang=en>,0,0.0821664109826088,0,0.08701953291893005,0,0.10350055247545242,0,TN,1,0
